raw_character_text,dialogue
Fat Tony,You're eight hours early for work. I like that.
Bart Simpson,Did you kill my principal?
Fat Tony,Uh... Chinese guy with a mustache?
Bart Simpson,No! My principal!
Legs,"That Skinner guy? Naw, we didn't kill him."
Chief Wiggum,Nobody move! You're all under arrest for the murder of Seymour Skinner.
Fat Tony,What's a murder?
Chief Wiggum,"Don't play dumb with me. Cuff 'em, boys."
,
Marge Simpson,"Oh, Bart. Why couldn't you have gotten a paper route like other boys."
Homer Simpson,"Wait till I get you home, boy."
Bart Simpson,What's that guy doing here?
Lionel Hutz,"Lionel Hutz, court-appointed attorney. I'll be defending you on the charge of -- Murder one?! Wow, even if I lose I'll be famous!"
,
Waylon Smithers,That Simpson boy is looking at a hundred and eighty years.
Fat Tony,"Yeah, you're right."
,
C. Montgomery Burns,Thank God we live in a country so hysterical over crime that a ten-year-old child can be tried as an adult.
,
Fat Tony,I didn't order this Skinner guy killed.
Blue-Haired Lawyer,But aren't you the head of this gang?
Fat Tony,"No, I just stop by the club occasionally to read the complimentary newspaper."
Blue-Haired Lawyer,Then who is the Kingpin... the Capo de tuti Capi?
Fat Tony,That's the guy.
Bart Simpson,Hey!
Fat Tony,"Forgive me, Don Bartholomew."
Louie,"We tried to stop the kid, but he wouldn't quit. It was like he went crazy."
Legs,"Prostitution, loan sharking, numbers. The kid liked to wet his beak in everything."
Lionel Hutz,"Mr. Simpson, you've been the boy's father for ten years. Do you really think he could be the leader of a murderous criminal syndicate?"
Homer Simpson,"Well, not the leader... I mean... Oh, it's true, it's true! All the pieces fit."
Judge Snyder,"In light of the damning testimony from your fellow gangsters, your father, your teachers and a seemingly endless parade of emotionally shattered baby-sitters, this court has no choice but to..."
Seymour Skinner,Stop!
Marge Simpson,Principal Skinner!
Homer Simpson,I thought he was dead.
Seymour Skinner,"I suppose you're all wondering where I've been. It all started a week ago. I was at my desk, revising and updating the school dress codes, when..."
,
Seymour Skinner,I was suddenly confronted by a gang of toughs acting on behalf of one Bart Simpson. Or so they said.
Louie,We really think there's promise in the boy.
Seymour Skinner,Get out!
Fat Tony,"Okay, okay, you don't have to yell."
,
Seymour Skinner,To get my mind off that ugly confrontation I went home and began bundling my old newspapers. But suddenly the pile fell. I was trapped. Let this be a lesson to recycle frequently.
Homer Simpson,"Eww, lemon... ugh, cherry... hmm, custard... mmm, purple."
,
Juvies,
Seymour Skinner,"For the next week I stayed alive by eating my mother's delicious preserves and maintained my sanity by dribbling a nearby basketball with my one free hand. I made a game of it, seeing how many times I could bounce the ball in a day, then trying to break that record. Occasionally the police arrived to search my home."
,
Chief Wiggum,"Find anything this time, boys?"
Lou,"Nah... no sign of him, chief."
Chief Wiggum,Princess Opal?
Psychic,I see nothing here but I'm afraid it's splitsville for Delta Burke and Major Dad.
Chief Wiggum,But they seemed so happy.
Seymour Skinner,"I shouted until I was hoarse, but they couldn't hear me."
,
Seymour Skinner,I'M IN HERE!!!
Chief Wiggum,"Well, let's go."
Eddie,"Okay, Chief."
Seymour Skinner,"Finally I realized if I was ever going to get out of there, I would have to do it myself."
Seymour Skinner,"I formed a crude rocket from a discarded cigar tube. And remembering an experiment from my days as a fourth grade science teacher, I concocted a fuel from baking soda and the juice of discarded lemon wedges."
Seymour Skinner,"The rocket took off with a mighty blast of carbon dioxide, dragging behind it the end of a vacuum cleaner cord."
Seymour Skinner,"I grabbed on to the vacuum cleaner, pushed the cord retractor button and was on my way to freedom."
,
Seymour Skinner,And that's my courageous story.
Prosecuting Attorney,"Your Honor, the prosecution moves that Principal Skinner's testimony be stricken from the record."
Judge Snyder,Denied. Case dismissed.
Lionel Hutz,"Your Honor, do I still get paid?"
,
Fat Tony,Hey Bart! I hope there are no hard feelings.
Bart Simpson,Get bent.
Fat Tony,"I deserved that. Look, I know we let you down, but me and the boys, we still think you've got a big future in racketeering and extortion."
Bart Simpson,"Sorry Fat Tony. I used to think your gang was cool, but now I learned that crime doesn't pay."
,
Announcer,"Blood on the Blackboard: The Bart Simpson Story. Starring Richard Chamberlain as Principal Skinner, Joe Mantegna as Fat Tony, Jane Seymour as the woman he loved, and TV's Doogie Howser, Neil Patrick Harris as Bart Simpson."
Joe,"Bart, I'm scared. Let's get outta here."
Neil,Shaddup!
Neil,"Where do you want it, Skinner?"
Neil,Not smart.
Bart Simpson,Cool!
Homer Simpson,"Hey, when do we get the check for this?"
Marge Simpson,"Well, they said they changed it just enough so they don't have to pay us."
Homer Simpson,You know who the real crooks are? Those sleazy Hollywood Producers.
,
Homer Simpson,"Here's good news. According to this eye-catching article, SAT scores are declining at a slower rate."
Lisa Simpson,"Dad, I think this paper is a flimsy hodgepodge of pie graphs, factoids and Larry King."
Homer Simpson,"Hey, this is the only paper in America that's not afraid to tell the truth: that everything is just fine."
Bart Simpson,"""To me bestest bud Milhouse, Happy Birthday, Bart."""
Lisa Simpson,"Bart, that's so sweet. May I see the card?"
Lisa Simpson,Hey there ten-year old. I couldn't afford to get you a new drum...
Lisa Simpson,...so how about a nice pair of bongos? Ewww.
,
Bart Simpson,"C'mon, open it open it open it."
Milhouse Van Houten,"Uh, maybe a little later, Bart."
Bart Simpson,"Aw Milhouse, just cuz your mom didn't let you have a party doesn't mean you can't get a present."
Sherri Mackleberry,"We had a lovely time on Saturday, Milhouse."
Terri Mackleberry,I liked the balloons.
Sherri Mackleberry,I liked the party hats.
Bart Simpson,What are you girls talkin' about?
Terri Mackleberry,Nothing.
Bart Simpson,Twins. Open your present.
Bart Simpson,"They're official Krusty the Clown walkie-talkies. I'll keep one and you keep one. Now whenever you want to talk to me, just call me on the phone and tell me to turn on my walkie-talkie."
Martin Prince,"Milhouse, I'd like to express my appreciation for Saturday. Jelly bean baskets, personalized noisemakers -- those little touches are what made it enduring."
Bart Simpson,What's he talkin' about?
Milhouse Van Houten,"Uh... hey, look at that dog. Isn't that somethin'?"
Bart Simpson,"Wow, brown!"
Otto Mann,"Whoa, Springfield Elementary, last stop. Oh, and by the way, I'd like to say thanks, and 'applause, applause' to 'birthday boy' Milhouse for his totally bitchin' party on Saturday."
Otto Mann,"And uh, Milhouse, I think I left my pants on your roof."
Bart Simpson,You did have a party. You didn't invite me. And I thought we were best friends.
Milhouse Van Houten,"Sorry, Bart."
Otto Mann,Bye little dudes. Don't learn anything I wouldn't learn.
,
C. Montgomery Burns,"Ah, Monday morning. Time to pay for your two days of debauchery, you hung-over drones."
Waylon Smithers,"T.G.I.M., Sir."
C. Montgomery Burns,"Yeah. so, what did you do this weekend, Smithers?"
Waylon Smithers,"Well, I caught up on my laundry. And wrote a letter to mother. Oh, here's the kicker, I took Hercules out to be clipped."
C. Montgomery Burns,Who the devil is Hercules?
Waylon Smithers,"He's my Yorkshire terrier, sir. He's kind of tiny, so... you know, it's a joke. Here's a picture of Herkie."
C. Montgomery Burns,"Well, Smithers, don't you know how to paint the town red."
Waylon Smithers,May I ask how you spent your weekend?
C. Montgomery Burns,"Well, a bit overly familiar, but I'll allow it. I took in a movie. An appalling little piece of filth. Its leading lady was a blonde harlot who spent half the film strolling around naked as a jaybird."
C. Montgomery Burns,"Just give the great unwashed a pair of oversized breasts and a happy ending, and they'll 'oink' for more every time."
Homer Simpson,What a movie. And that blonde cutie. Does she have assets.
Lenny Leonard,Sounds like my kind of flick.
Carl Carlson,And how.
,
Apu Nahasapeemapetilon,Otto! Welcome!
Otto Mann,"Apu! Hey, got a ba-ad case of the munchies, man. Time for a Heat-lamp Dog."
Apu Nahasapeemapetilon,"Oh, Otto. Otto, did you know there's a small child inside your bus?"
Otto Mann,"Ooo, good thing you warned me. I was on my way to Mexico."
,
,
C. Montgomery Burns,"Call me old-fashioned, but movies were sexier when the actors kept their clothes on. Vilma Banky could do more for me with one raised eyebrow than an entire..."
Calm Woman,Warning. Problem in sector 7-G.
C. Montgomery Burns,"7-G? Good God, who's the safety inspector there?"
Waylon Smithers,"Homer Simpson, sir."
C. Montgomery Burns,"Simpson, eh? Good man? Intelligent?"
Waylon Smithers,"Actually sir, he was hired under ""Project Bootstrap."""
C. Montgomery Burns,"Thank you, President Ford."
,
Homer Simpson,Huh? Noise. Bad noise!
Calm Woman,Five minutes before critical mass.
Homer Simpson,"Critical wha...? Okay, okay, don't panic. Whosever problem this is, I'm sure they know how to handle it."
Homer Simpson,Huh? AHHH!! It's my problem! We're doomed!!!
Calm Woman,Sector 7-G is now being isolated.
,
Bart Simpson,"My best friend shafted me. I'll never get over this, Otto-man."
Otto Mann,"Aw, sure you will. You know, once my old lady ran off and married my brother. Well, it hurt, but here it is a month later and I'm sleeping on their couch."
,
Mr. Devereaux,"Margarita, I want you."
Margarita,"Mr. Devereaux, I can't work under these conditions."
Mr. Devereaux,Have it your way baby. You're fired.
Margarita,"Oh, Avery."
Mr. Devereaux,"Call me Mr. Devereaux, will you."
Announcer,We interrupt Search for the Sun for this special news bulletin...
Announcer,Meltdown crisis: The first couple of minutes.
Singers,K-B-B-L. Talk radio.
Kent Brockman,"Forget the hair, just give me the blush. Oh, we're on."
Kent Brockman,This station has just learned that a serious crisis is in progress at the Springfield Nuclear Power Plant.
Marge Simpson,Oh my Lord!
Kent Brockman,On the line with us now is plant owner C. Montgomery Burns. Mr. Burns?
C. Montgomery Burns,"Oh hello, Kent. Right now, skilled nuclear energy technicians are calmly correcting a minor, piffling malfunction."
,
,
C. Montgomery Burns,"But, I can assure you and the public that there is absolutely no danger whatsoever --"
,
C. Montgomery Burns,-- things couldn't be more ship-shape.
Waylon Smithers,"Sir, where's my radiation suit?"
C. Montgomery Burns,How the hell should I know?
,
Kent Brockman,"Uh, Mr. Burns, people are calling this a meltdown."
C. Montgomery Burns,"Oh, meltdown is one of those annoying buzzwords. I prefer to call it an unrequested fission surplus."
Marge Simpson,"Homie, please be all right."
,
Homer Simpson,"Gotta think! Gotta think! Okay, somewhere there's a thingee that tells you how to work this stuff. The um... the, uh... the manual! The manual! RIGHT."
,
Homer Simpson,Who'd have thought a nuclear reactor would be so complicated!
,
Calm Woman,Ninety seconds to core meltdown.
Waylon Smithers,"Sir, there may never be another time to say... I love you, sir."
C. Montgomery Burns,"Oh, hot dog. Thank you for making my last few moments on earth socially awkward."
,
Moe Szyslak,Looks like this is the end.
Barney Gumble,That's all right. I couldn't have led a richer life.
,
Kent Brockman,After the meltdown we can expect roving bands of thieves to tie up traffic for ours.
Grampa Simpson,I don't like this program.
Jasper Beardly,Change the channel.
Program Voices,Wheel of Fortune!
,
Homer Simpson,"I don't understand anything! When they look up stupid in the dictionary, there'll be a picture of me!"
,
Marge Simpson,"Dear Lord, if you spare this town from becoming a smoking hole in the ground, I'll try to be a better Christian. I don't know what I can do... Ummm, oooh, the next time there's a canned food drive I'll give the poor something they'd actually like instead of old lima beans and pumpkin mix."
,
Calm Woman,One minute to core meltdown.
Homer Simpson,Shut up!
Homer Simpson,"Simpson, it's all up to you. It's showtime!"
Homer Simpson,"Okay, okay, think back to your training..."
,
Instructor,"Now Homer, this may very well save your life one day. This, Homer..."
Homer Simpson,Yes.
Instructor,"Please pay attention. This button here controls the emergency override circuit. In the event of a meltdown, push this button and only this button."
Homer Simpson,"Ooh, a side."
Instructor,Simpson?
Homer Simpson,What?
Instructor,Do you see which button I'm pushing?
Homer Simpson,"Yeah, yeah, yeah, push the button, got it."
Homer Simpson,"This is all your fault! Okay, gotta pick a button. Pick a button. Pick a button. Uh, one potato, two potato, three potato, four... No, wait! Bubble gum, bubble gum, in a dish, how many pieces do you wish? No, no!"
,
Calm Woman,Thirty seconds to core meltdown.
C. Montgomery Burns,"Oh, Smithers, I guess there's nothing left but to kiss my sorry butt good-bye!"
Waylon Smithers,"May I, sir?"
C. Montgomery Burns,
,
Professor Jonathan Frink,"These unfortunate people here will be instantly killed. This circle, which I am sad to say we are in, will experience a slower, considerably more painful death."
Kent Brockman,Good Lord.
,
Seymour Skinner,They called me old-fashioned for teaching the duck and cover. But who's laughing now?
,
Calm Woman,Fifteen seconds to core meltdown.
Homer Simpson,"Eenie meenie minee moe, catch a tiger by the toe, if he hollers let him go... Eenie meenie minee... Moe."
Calm Woman,All systems returning to normal. Danger in 7-G neutralized. Have a nice day.
,
Female Worker,Will I ever see you again?
Male Worker,"Sure, baby. Next meltdown."
,
Contestant,"I'd like to solve the puzzle: ""Three loins in the fountain."""
,
C. Montgomery Burns,"Yes, we've isolated the problem and wouldn't you know? False alarm. It seems a single wayward crow flew into our warning system."
Kent Brockman,"Very good. Well sir, your point about nuclear hysteria is well taken. This reporter promises to be more trusting and less vigilant in the future."
,
C. Montgomery Burns,"Excellent. Well, ""ta"". Hmmm, Smithers, I can still sell 'em snake oil. Now bring me a wine spritzer -- and don't be stingy with the vino."
